msd_track_id,genre_label,album_index,set,msd_artist_id,image_url
TRWVJPL128F42ADD26,Rock,78,train,AR6AQ5Z1187FB4D187,http://artwork-cdn.7static.com/static/img/sleeveart/00/003/078/0000307893_200.jpg
TRLHJIK128F4214583,Latin,79,train,ARYN2M61187B995BD6,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/259/0000225932_200.jpg
TRZPMDZ128F424B615,Rock,81,train,ARE5W101187FB4E5FF,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/723/0000272313_200.jpg
TRCNTKK12903CD9D20,Electronic,82,train,ARUITN01187FB44935,http://artwork-cdn.7static.com/static/img/sleeveart/00/006/804/0000680489_200.jpg
TRBERKL128F92FACFF,World,83,train,ARJ5SYX1187B98F7B9,http://artwork-cdn.7static.com/static/img/sleeveart/00/005/309/0000530971_200.jpg
TRMTMWA128F9346D29,Electronic,84,train,AR2DGXT11C8A42C4EF,http://artwork-cdn.7static.com/static/img/sleeveart/00/006/437/0000643754_200.jpg
TREQVVI128F427C38E,Country,85,train,ARBZX3K1187FB3F5FC,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/604/0000160456_200.jpg
TRERPLA12903D0688B,Rock,86,train,AR8AJC81187B9AE2F5,http://artwork-cdn.7static.com/static/img/sleeveart/00/007/870/0000787061_200.jpg
TRCSRWD128F93333FC,Latin,88,train,ARMEW4Q1187FB57238,http://artwork-cdn.7static.com/static/img/sleeveart/00/005/073/0000507358_200.jpg
TRQFZFO128F4268F8B,Rock,90,train,ARHPPJK1187B9AC897,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/078/0000207862_200.jpg
TRUZYXO128F931AF1F,Jazz,91,train,AR82CHF1187FB3BA3E,http://artwork-cdn.7static.com/static/img/sleeveart/00/010/647/0001064759_200.jpg
TRICEGS128F426900F,Rock,92,train,ARV1L7J1187B98DD57,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/589/0000258940_200.jpg
TRRAQJT12903CE6C37,Pop,93,train,ARVOZXD12454A4CC66,http://artwork-cdn.7static.com/static/img/sleeveart/00/007/754/0000775403_200.jpg
TRDWHRQ128F14989AA,Jazz,94,train,ARC27CW1187FB3DD9B,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/553/0000055313_200.jpg
TRFSEIR128E0791784,Rock,95,train,ARP96FM1187B9AEA77,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/153/0000015316_200.jpg
TRFOXAG12903CFF23B,Metal,96,train,AR9EBE61187FB4BA7F,http://artwork-cdn.7static.com/static/img/sleeveart/00/007/394/0000739420_200.jpg
TRYLCHG128F930C87C,Jazz,98,train,AR4JY8V1187B98A62F,http://artwork-cdn.7static.com/static/img/sleeveart/00/032/508/0003250847_200.jpg
TRVYUUB128F145E18B,Rap,101,train,ARZPQ3N1187FB56B7A,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/249/0000024920_200.jpg
TRDWJUG128F4269B9D,Rock,102,train,AR720WN1187B99712F,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/546/0000154623_200.jpg
TRBXGQD128F93317EB,Electronic,103,train,ARPFOGC1187B9928F5,http://artwork-cdn.7static.com/static/img/sleeveart/00/004/635/0000463526_200.jpg
TRJMXRY128F92D44E8,Reggae,104,train,ARCYKA61187B9AEF0F,http://artwork-cdn.7static.com/static/img/sleeveart/00/028/836/0002883611_200.jpg
TRYCYSD128F148CF20,Country,106,train,ARHATLI1187FB52C76,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/475/0000047537_200.jpg
TRKCHHL128EF3425E5,Rock,107,train,ARML3X41187FB35F2E,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/685/0000068507_200.jpg
TRBRBDU128E0798BA2,Rap,109,train,ARATKFG1187B99D260,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/386/0000038647_200.jpg
TRDJDCK128F92EA328,Metal,110,train,ARLO7621187FB387FB,http://artwork-cdn.7static.com/static/img/sleeveart/00/034/145/0003414537_200.jpg
TRAWAHY128F14AA11E,Rock,112,train,AR7TTCH1187FB3F95C,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/627/0000062751_200.jpg
TRECHJC128F93382EC,Folk,113,train,AR08IOK1187FB5B78E,http://artwork-cdn.7static.com/static/img/sleeveart/00/006/375/0000637505_200.jpg
TRCMUIF128F92FFBFE,RnB,115,train,AR7N7MI1187FB46935,http://artwork-cdn.7static.com/static/img/sleeveart/00/005/347/0000534784_200.jpg
TRSEATK128F4294EB7,Rock,116,train,ARYDTFO1187B99B1E0,http://artwork-cdn.7static.com/static/img/sleeveart/00/030/001/0003000188_200.jpg
TRPAHTB128F930BC41,Rock,121,train,AR1XABQ1187B9B178A,http://artwork-cdn.7static.com/static/img/sleeveart/00/004/922/0000492208_200.jpg
TRINORA128F1458E7B,RnB,122,train,AROOMY61187B9A743C,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/231/0000023151_200.jpg
TRZDFJH128F147FD27,Rock,123,train,AR43Y451187B9938E3,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/408/0000040855_200.jpg
TRJWARY12903CCC34C,Electronic,124,train,ARUB1YN1187B98F38D,http://artwork-cdn.7static.com/static/img/sleeveart/00/015/435/0001543573_200.jpg
TREXJSY128F93379E6,Rock,126,train,ARI4O061187B991624,http://artwork-cdn.7static.com/static/img/sleeveart/00/005/097/0000509713_200.jpg
TRSEMGO12903C9B2AA,Rock,127,train,AR0DGAV1187FB412FA,http://artwork-cdn.7static.com/static/img/sleeveart/00/014/462/0001446205_200.jpg
TREOGQF128F4251C9E,Rock,128,train,ARO3HDF1187FB3759A,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/981/0000198107_200.jpg
TRUQFKK12903D0AFA9,Electronic,129,train,ARFDPOU1187FB36386,http://artwork-cdn.7static.com/static/img/sleeveart/00/007/445/0000744578_200.jpg
TRQSMLT128F92FFC4C,Rock,130,train,ARJT7OG1187FB3A07F,http://artwork-cdn.7static.com/static/img/sleeveart/00/010/135/0001013506_200.jpg
TRGOSCC128F42AC959,Electronic,131,train,ARB6OGR1187FB4D43D,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/288/0000128875_200.jpg
TRHIOYY128F422F622,Punk,132,train,AR050VJ1187B9B13A7,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/282/0000128208_200.jpg
TRKFKHC128F4213545,Rap,133,train,ARUPM0F1187FB3F4DF,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/255/0000225530_200.jpg
TRENMKL128F148D751,Jazz,134,train,ARAC3XF1187FB368E7,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/477/0000047746_200.jpg
TRIYFZW128F932A9C7,Rock,135,train,AR0F2WH1187B99C65A,http://artwork-cdn.7static.com/static/img/sleeveart/00/004/607/0000460792_200.jpg
TRNHCNE128F4273288,Rock,137,train,AR9C8IE1187B9ACC99,http://artwork-cdn.7static.com/static/img/sleeveart/00/003/918/0000391862_200.jpg
TRODQHQ12903C9ACF6,Rock,140,train,ARDL7S81187FB37625,http://artwork-cdn.7static.com/static/img/sleeveart/00/005/699/0000569926_200.jpg
TRCKYTZ128EF355E17,Jazz,142,train,ARI58AI1187FB3C1E6,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/777/0000077721_200.jpg
TRPNETT128F426A0C2,Rock,143,train,AROUV931187B9A3620,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/619/0000261992_200.jpg
TRGMYOE128F92D73C3,Pop,145,train,AR963OZ1187B98B821,http://artwork-cdn.7static.com/static/img/sleeveart/00/003/222/0000322291_200.jpg
TRWJYTD128E0787EC8,Rock,146,train,ARCZODZ1187B9B92E9,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/094/0000009460_200.jpg
TREVIIZ12903CECA87,Electronic,149,train,ARYC3GX1187B989495,http://artwork-cdn.7static.com/static/img/sleeveart/00/022/168/0002216889_200.jpg
TRNOOPZ128F92F42A9,Pop,150,train,ARW9FP41187B98C2A7,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/801/0000280153_200.jpg
TRCIZYP128F933A742,Rock,151,train,AR62EDZ1187B9AC433,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/155/0000015580_200.jpg
TRFHSEL128F93322B3,Rock,153,train,ARLIIW01187FB5C9E3,http://artwork-cdn.7static.com/static/img/sleeveart/00/006/351/0000635143_200.jpg
TRXKIIO128F149073A,World,154,train,ARZ1F401187FB5B0A3,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/500/0000050029_200.jpg
TRFFHFK128F1464292,Rock,155,train,ARBYB6F1187FB3F23D,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/269/0000026956_200.jpg
TRJVCHB128F4292F5E,Metal,156,train,ARFSVL51187B9B00F2,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/651/0000265140_200.jpg
TRUIYNP128E0786B4A,Pop,157,train,ARCRS2O1187B99012F,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/087/0000008774_200.jpg
TRRDGON128F931C7BD,Rock,158,train,ARCUXVR1187B9BA315,http://artwork-cdn.7static.com/static/img/sleeveart/00/005/683/0000568352_200.jpg
TRFPLIB12903CAF520,RnB,160,train,ARVC9W21187B99354B,http://artwork-cdn.7static.com/static/img/sleeveart/00/007/977/0000797779_200.jpg
TRAPBDG128F4250D6C,Rock,161,train,ARCUL501187B9AF797,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/447/0000144776_200.jpg
TRUOEZV128F1482ED0,Rock,162,train,AR1CB5G1187B9AFB8E,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/423/0000042346_200.jpg
TRSQCIJ128F9366E50,Rock,164,train,ARFG4ZG1187B9B97A0,http://artwork-cdn.7static.com/static/img/sleeveart/00/006/561/0000656155_200.jpg
TRPJYED128F14A44C7,Jazz,165,train,ARBUPLW1187FB49B3C,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/602/0000060290_200.jpg
TRZYDII128F92ECB44,Rock,167,train,ARA3VYT1187B997694,http://artwork-cdn.7static.com/static/img/sleeveart/00/013/395/0001339524_200.jpg
TRLCZET12903D03F70,Country,171,train,ARV7VUX1187B9B8D1C,http://artwork-cdn.7static.com/static/img/sleeveart/00/006/074/0000607415_200.jpg
TRUIWWJ128F92EFEC7,Rock,172,train,AR0N8D61187FB3D0D6,http://artwork-cdn.7static.com/static/img/sleeveart/00/005/275/0000527575_200.jpg
TRKYXJH128F428880C,Folk,173,train,AR3X0CW1187B98F1C3,http://artwork-cdn.7static.com/static/img/sleeveart/00/021/332/0002133247_200.jpg
TRKYTCT128F148F706,Rap,174,train,ARJ79N71187B99A032,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/486/0000048647_200.jpg
TRSDJGW128F934AFD4,Metal,175,train,ARGBE8R1187FB4D4FA,http://artwork-cdn.7static.com/static/img/sleeveart/00/012/489/0001248947_200.jpg
TRFQEKF128F423EF42,Rock,176,train,ARWRZXU1187B9B3D51,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/906/0000190671_200.jpg
TRJORPT128F42BAA8D,Country,177,train,ARHATLI1187FB52C76,http://artwork-cdn.7static.com/static/img/sleeveart/00/003/124/0000312469_200.jpg
TRQXKRD128F4296397,Pop,178,train,ARIBIMO1187FB5AE5E,http://artwork-cdn.7static.com/static/img/sleeveart/00/004/100/0000410041_200.jpg
TRMBFEG128EF35C815,Electronic,179,train,AR07HH61187FB464DD,http://artwork-cdn.7static.com/static/img/sleeveart/00/030/337/0003033776_200.jpg
TRLPHKI128F425BB5C,Metal,183,train,ARVJR1N1187FB4144A,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/794/0000279455_200.jpg
TRXFMKW128F9300B61,Rap,184,train,AR6F6I21187FB5A3AA,http://artwork-cdn.7static.com/static/img/sleeveart/00/004/454/0000445429_200.jpg
TRHHCFB128F931FB74,Reggae,185,train,ARJPUZC1187B99A8F6,http://artwork-cdn.7static.com/static/img/sleeveart/00/028/836/0002883615_200.jpg
TREEXMS128F147FCAD,Pop,186,train,AR9W3X91187FB3994C,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/408/0000040838_200.jpg
TRPFPDN128F1472603,Rock,187,train,ARVBHYI1187FB53279,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/340/0000034061_200.jpg
TROLQHE128F1480235,Rock,188,train,ARN2NJU1187FB3B522,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/410/0000041049_200.jpg
TRQZBYO128F428FA31,RnB,190,train,ARAEX7Y1187FB42D36,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/991/0000299156_200.jpg
TRAIWSR128F42222BC,Jazz,191,train,ARWJEOP1187B996538,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/307/0000230740_200.jpg
TRGDXHP128F427E0D6,Rock,193,train,ARU3YYC1187FB43FEE,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/164/0000216434_200.jpg
TREJUFJ128F428F877,Pop,194,train,ARSPUJF1187B9A14B8,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/228/0000222856_200.jpg
TRKGSTG128F429B600,Rock,196,train,ARIH5GU1187FB4C958,http://artwork-cdn.7static.com/static/img/sleeveart/00/013/277/0001327782_200.jpg
TRNYECW128F14689DB,Rock,198,train,AR06XSY1187B9B279E,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/285/0000028530_200.jpg
TRYNXZX128F145C0BB,Rock,201,train,ARPMB2A1187FB4D306,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/242/0000024240_200.jpg
TROMXCF128F428E03F,Reggae,202,train,AR2ZHQR1187B9A5566,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/973/0000297304_200.jpg
TRXPIZE12903CAE528,Rock,204,train,ARWGATA11EBCD78812,http://artwork-cdn.7static.com/static/img/sleeveart/00/028/630/0002863034_200.jpg
TRSOIEU128F92F9A76,Rock,206,train,AR8BEFM1187B99C2D0,http://artwork-cdn.7static.com/static/img/sleeveart/00/004/847/0000484752_200.jpg
TRUKVDH128F9309692,Pop,207,train,AR03BDP1187FB5B324,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/995/0000299516_200.jpg
TRFKUWD12903CCDD48,Rock,209,train,ARKJ8Z21187FB398CE,http://artwork-cdn.7static.com/static/img/sleeveart/00/007/656/0000765616_200.jpg
TRLVUOO128F1471FF7,Rock,210,train,AR06XSY1187B9B279E,http://artwork-cdn.7static.com/static/img/sleeveart/00/033/392/0003339211_200.jpg
TRQNBPU128F9342DEE,Folk,211,train,ARRPNEV12086C13672,http://artwork-cdn.7static.com/static/img/sleeveart/00/004/241/0000424163_200.jpg
TRNNNLZ128F933BBBD,Pop,212,train,ARQ2I6K1187FB59949,http://artwork-cdn.7static.com/static/img/sleeveart/00/013/118/0001311865_200.jpg
TRKZYGI128F9317C2F,Electronic,214,train,ARY02GH1187B99B223,http://artwork-cdn.7static.com/static/img/sleeveart/00/005/406/0000540654_200.jpg
TRUIGUF128F423EC57,Rock,215,train,AR0W2OO1187FB5549E,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/898/0000189888_200.jpg
TRGFIMV128F14635EA,Rock,216,train,ARD3Y081187B9ABB07,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/267/0000026730_200.jpg
TRGKPFT128F1456C85,Rap,217,train,ARZWN6W1187FB3EF25,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/224/0000022426_200.jpg
TRSFFPC128E0789A5A,Rap,218,train,ARHLGDG11F4C846A37,http://artwork-cdn.7static.com/static/img/sleeveart/00/011/967/0001196758_200.jpg
TRSSKOD128F9322183,Rock,220,train,AR8XOFS1187FB3711C,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/697/0000169797_200.jpg
TRRGRYQ12903C9A9EE,Punk,221,train,ARW76OX1187B993DB2,http://artwork-cdn.7static.com/static/img/sleeveart/00/005/698/0000569839_200.jpg
TRJSIQU128F424BD31,Reggae,223,train,AR06IFV1187B9977EC,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/432/0000243289_200.jpg
TRRRYPH128F935802D,Electronic,225,train,ARJT1031187B992C3E,http://artwork-cdn.7static.com/static/img/sleeveart/00/006/505/0000650541_200.jpg
TRDCTAU128F147578C,Rock,226,train,AR9O6V81187FB3E38B,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/368/0000036865_200.jpg
TRGGFIO12903D07140,Rock,227,train,ARVJULF1187FB50A28,http://artwork-cdn.7static.com/static/img/sleeveart/00/014/342/0001434267_200.jpg
TRCLATC128F9323458,Rap,229,train,ARGPRXU1269FB34ED9,http://artwork-cdn.7static.com/static/img/sleeveart/00/032/490/0003249007_200.jpg
TROBJYA128F42A2984,Country,230,train,AR7XWWT1187B9A68DA,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/178/0000117816_200.jpg
TROWYLI128F4263DB4,Pop,231,train,ARQ8VKP1187B9AEB31,http://artwork-cdn.7static.com/static/img/sleeveart/00/030/657/0003065749_200.jpg
TRLSZOM128F4230560,Rock,232,train,AROTE4N1187B99ABD9,http://artwork-cdn.7static.com/static/img/sleeveart/00/002/365/0000236582_200.jpg
TRVSIBG128F1482A84,Jazz,234,train,ARMCGQI1187FB49DDE,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/424/0000042448_200.jpg
TRYUJEU128F14AE21C,Rock,235,train,ARDT9VH1187B999C0B,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/644/0000064478_200.jpg
TRHQQOF128F9335329,Electronic,236,train,ARZ0H4K1187FB54B0B,http://artwork-cdn.7static.com/static/img/sleeveart/00/004/194/0000419436_200.jpg
TRELVPQ128F426C2D9,Folk,240,train,ARIMMKP1187FB5B56A,http://artwork-cdn.7static.com/static/img/sleeveart/00/011/884/0001188432_200.jpg
TRYPGYA128F1499C24,Jazz,241,train,ARTPL6J1187FB4D6FB,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/558/0000055830_200.jpg
TRKFDFJ128F92E0A2A,Rock,243,train,ARUHHCA1187B9AA55A,http://artwork-cdn.7static.com/static/img/sleeveart/00/004/313/0000431305_200.jpg
TRPUTUR128F426FF0B,Electronic,245,train,ARBUW6Y1187FB49328,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/916/0000091692_200.jpg
TRHSRNT128E0793A40,RnB,246,train,ARZLAUI1187FB5BE49,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/160/0000016023_200.jpg
TREXRBK128F42973C9,Rock,247,train,ARD8MII1187B9B85F2,http://artwork-cdn.7static.com/static/img/sleeveart/00/001/113/0000111398_200.jpg
TRCMXLF128F92EC21D,Rock,248,train,ARQ85IK11C8A415C6A,http://artwork-cdn.7static.com/static/img/sleeveart/00/003/885/0000388547_200.jpg
TRHDBIS128F148BC10,Rap,254,train,AR92KZ11187FB53A73,http://artwork-cdn.7static.com/static/img/sleeveart/00/015/117/0001511770_200.jpg
TRDSLYV12903CCDEBA,Metal,255,train,AR9MWXR1187B9B95CB,http://artwork-cdn.7static.com/static/img/sleeveart/00/007/656/0000765650_200.jpg
TRZJTAZ128F148D408,Rap,256,train,ARUMGZN1187FB37125,http://artwork-cdn.7static.com/static/img/sleeveart/00/000/476/0000047637_200.jpg
