image_url,image_location,genre_label,set
http://artwork-cdn.7static.com/static/img/sleeveart/00/004/201/0000420165_200.jpg,data/images_msd/0000420165_200.jpg,Reggae,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/029/429/0002942929_200.jpg,data/images_msd/0002942929_200.jpg,Reggae,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/029/429/0002942929_200.jpg,data/images_msd/0002942929_200.jpg,Reggae,val
http://artwork-cdn.7static.com/static/img/sleeveart/00/029/429/0002942929_200.jpg,data/images_msd/0002942929_200.jpg,Reggae,test
http://artwork-cdn.7static.com/static/img/sleeveart/00/006/480/0000648042_200.jpg,data/images_msd/0000648042_200.jpg,Rap,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/001/347/0000134731_200.jpg,data/images_msd/0000134731_200.jpg,RnB,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/003/078/0000307893_200.jpg,data/images_msd/0000307893_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/002/259/0000225932_200.jpg,data/images_msd/0000225932_200.jpg,Latin,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/002/723/0000272313_200.jpg,data/images_msd/0000272313_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/006/804/0000680489_200.jpg,data/images_msd/0000680489_200.jpg,Electronic,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/005/309/0000530971_200.jpg,data/images_msd/0000530971_200.jpg,World,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/006/437/0000643754_200.jpg,data/images_msd/0000643754_200.jpg,Electronic,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/001/604/0000160456_200.jpg,data/images_msd/0000160456_200.jpg,Country,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/007/870/0000787061_200.jpg,data/images_msd/0000787061_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/005/073/0000507358_200.jpg,data/images_msd/0000507358_200.jpg,Latin,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/002/078/0000207862_200.jpg,data/images_msd/0000207862_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/010/647/0001064759_200.jpg,data/images_msd/0001064759_200.jpg,Jazz,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/002/589/0000258940_200.jpg,data/images_msd/0000258940_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/002/589/0000258940_200.jpg,data/images_msd/0000258940_200.jpg,Punk,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/007/754/0000775403_200.jpg,data/images_msd/0000775403_200.jpg,Pop,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/553/0000055313_200.jpg,data/images_msd/0000055313_200.jpg,Jazz,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/153/0000015316_200.jpg,data/images_msd/0000015316_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/007/394/0000739420_200.jpg,data/images_msd/0000739420_200.jpg,Metal,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/032/508/0003250847_200.jpg,data/images_msd/0003250847_200.jpg,Jazz,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/249/0000024920_200.jpg,data/images_msd/0000024920_200.jpg,Rap,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/001/546/0000154623_200.jpg,data/images_msd/0000154623_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/004/635/0000463526_200.jpg,data/images_msd/0000463526_200.jpg,Electronic,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/028/836/0002883611_200.jpg,data/images_msd/0002883611_200.jpg,Reggae,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/475/0000047537_200.jpg,data/images_msd/0000047537_200.jpg,Country,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/685/0000068507_200.jpg,data/images_msd/0000068507_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/386/0000038647_200.jpg,data/images_msd/0000038647_200.jpg,Rap,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/034/145/0003414537_200.jpg,data/images_msd/0003414537_200.jpg,Metal,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/627/0000062751_200.jpg,data/images_msd/0000062751_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/006/375/0000637505_200.jpg,data/images_msd/0000637505_200.jpg,Folk,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/005/347/0000534784_200.jpg,data/images_msd/0000534784_200.jpg,RnB,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/030/001/0003000188_200.jpg,data/images_msd/0003000188_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/004/922/0000492208_200.jpg,data/images_msd/0000492208_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/231/0000023151_200.jpg,data/images_msd/0000023151_200.jpg,RnB,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/408/0000040855_200.jpg,data/images_msd/0000040855_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/015/435/0001543573_200.jpg,data/images_msd/0001543573_200.jpg,Electronic,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/005/097/0000509713_200.jpg,data/images_msd/0000509713_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/005/097/0000509713_200.jpg,data/images_msd/0000509713_200.jpg,Pop,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/014/462/0001446205_200.jpg,data/images_msd/0001446205_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/001/981/0000198107_200.jpg,data/images_msd/0000198107_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/007/445/0000744578_200.jpg,data/images_msd/0000744578_200.jpg,Electronic,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/010/135/0001013506_200.jpg,data/images_msd/0001013506_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/001/288/0000128875_200.jpg,data/images_msd/0000128875_200.jpg,Electronic,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/001/282/0000128208_200.jpg,data/images_msd/0000128208_200.jpg,Punk,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/002/255/0000225530_200.jpg,data/images_msd/0000225530_200.jpg,Rap,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/477/0000047746_200.jpg,data/images_msd/0000047746_200.jpg,Jazz,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/004/607/0000460792_200.jpg,data/images_msd/0000460792_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/003/918/0000391862_200.jpg,data/images_msd/0000391862_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/003/918/0000391862_200.jpg,data/images_msd/0000391862_200.jpg,Metal,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/005/699/0000569926_200.jpg,data/images_msd/0000569926_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/777/0000077721_200.jpg,data/images_msd/0000077721_200.jpg,Jazz,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/002/619/0000261992_200.jpg,data/images_msd/0000261992_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/003/222/0000322291_200.jpg,data/images_msd/0000322291_200.jpg,Pop,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/094/0000009460_200.jpg,data/images_msd/0000009460_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/022/168/0002216889_200.jpg,data/images_msd/0002216889_200.jpg,Electronic,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/002/801/0000280153_200.jpg,data/images_msd/0000280153_200.jpg,Pop,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/155/0000015580_200.jpg,data/images_msd/0000015580_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/006/351/0000635143_200.jpg,data/images_msd/0000635143_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/500/0000050029_200.jpg,data/images_msd/0000050029_200.jpg,World,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/269/0000026956_200.jpg,data/images_msd/0000026956_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/002/651/0000265140_200.jpg,data/images_msd/0000265140_200.jpg,Metal,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/087/0000008774_200.jpg,data/images_msd/0000008774_200.jpg,Pop,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/005/683/0000568352_200.jpg,data/images_msd/0000568352_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/007/977/0000797779_200.jpg,data/images_msd/0000797779_200.jpg,RnB,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/001/447/0000144776_200.jpg,data/images_msd/0000144776_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/423/0000042346_200.jpg,data/images_msd/0000042346_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/006/561/0000656155_200.jpg,data/images_msd/0000656155_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/602/0000060290_200.jpg,data/images_msd/0000060290_200.jpg,Jazz,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/013/395/0001339524_200.jpg,data/images_msd/0001339524_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/006/074/0000607415_200.jpg,data/images_msd/0000607415_200.jpg,Country,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/005/275/0000527575_200.jpg,data/images_msd/0000527575_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/021/332/0002133247_200.jpg,data/images_msd/0002133247_200.jpg,Folk,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/486/0000048647_200.jpg,data/images_msd/0000048647_200.jpg,Rap,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/012/489/0001248947_200.jpg,data/images_msd/0001248947_200.jpg,Metal,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/001/906/0000190671_200.jpg,data/images_msd/0000190671_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/003/124/0000312469_200.jpg,data/images_msd/0000312469_200.jpg,Country,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/004/100/0000410041_200.jpg,data/images_msd/0000410041_200.jpg,Pop,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/030/337/0003033776_200.jpg,data/images_msd/0003033776_200.jpg,Electronic,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/002/794/0000279455_200.jpg,data/images_msd/0000279455_200.jpg,Metal,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/004/454/0000445429_200.jpg,data/images_msd/0000445429_200.jpg,Rap,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/028/836/0002883615_200.jpg,data/images_msd/0002883615_200.jpg,Reggae,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/028/836/0002883615_200.jpg,data/images_msd/0002883615_200.jpg,Reggae,val
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/408/0000040838_200.jpg,data/images_msd/0000040838_200.jpg,Pop,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/340/0000034061_200.jpg,data/images_msd/0000034061_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/410/0000041049_200.jpg,data/images_msd/0000041049_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/002/991/0000299156_200.jpg,data/images_msd/0000299156_200.jpg,RnB,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/002/307/0000230740_200.jpg,data/images_msd/0000230740_200.jpg,Jazz,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/002/164/0000216434_200.jpg,data/images_msd/0000216434_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/002/228/0000222856_200.jpg,data/images_msd/0000222856_200.jpg,Pop,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/002/228/0000222856_200.jpg,data/images_msd/0000222856_200.jpg,Pop,test
http://artwork-cdn.7static.com/static/img/sleeveart/00/013/277/0001327782_200.jpg,data/images_msd/0001327782_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/285/0000028530_200.jpg,data/images_msd/0000028530_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/242/0000024240_200.jpg,data/images_msd/0000024240_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/002/973/0000297304_200.jpg,data/images_msd/0000297304_200.jpg,Reggae,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/028/630/0002863034_200.jpg,data/images_msd/0002863034_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/004/847/0000484752_200.jpg,data/images_msd/0000484752_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/002/995/0000299516_200.jpg,data/images_msd/0000299516_200.jpg,Pop,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/007/656/0000765616_200.jpg,data/images_msd/0000765616_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/033/392/0003339211_200.jpg,data/images_msd/0003339211_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/004/241/0000424163_200.jpg,data/images_msd/0000424163_200.jpg,Folk,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/013/118/0001311865_200.jpg,data/images_msd/0001311865_200.jpg,Pop,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/005/406/0000540654_200.jpg,data/images_msd/0000540654_200.jpg,Electronic,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/001/898/0000189888_200.jpg,data/images_msd/0000189888_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/267/0000026730_200.jpg,data/images_msd/0000026730_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/224/0000022426_200.jpg,data/images_msd/0000022426_200.jpg,Rap,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/011/967/0001196758_200.jpg,data/images_msd/0001196758_200.jpg,Rap,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/001/697/0000169797_200.jpg,data/images_msd/0000169797_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/005/698/0000569839_200.jpg,data/images_msd/0000569839_200.jpg,Punk,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/002/432/0000243289_200.jpg,data/images_msd/0000243289_200.jpg,Reggae,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/006/505/0000650541_200.jpg,data/images_msd/0000650541_200.jpg,Electronic,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/368/0000036865_200.jpg,data/images_msd/0000036865_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/014/342/0001434267_200.jpg,data/images_msd/0001434267_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/032/490/0003249007_200.jpg,data/images_msd/0003249007_200.jpg,Rap,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/001/178/0000117816_200.jpg,data/images_msd/0000117816_200.jpg,Country,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/030/657/0003065749_200.jpg,data/images_msd/0003065749_200.jpg,Pop,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/002/365/0000236582_200.jpg,data/images_msd/0000236582_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/424/0000042448_200.jpg,data/images_msd/0000042448_200.jpg,Jazz,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/644/0000064478_200.jpg,data/images_msd/0000064478_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/004/194/0000419436_200.jpg,data/images_msd/0000419436_200.jpg,Electronic,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/011/884/0001188432_200.jpg,data/images_msd/0001188432_200.jpg,Folk,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/558/0000055830_200.jpg,data/images_msd/0000055830_200.jpg,Jazz,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/004/313/0000431305_200.jpg,data/images_msd/0000431305_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/916/0000091692_200.jpg,data/images_msd/0000091692_200.jpg,Electronic,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/160/0000016023_200.jpg,data/images_msd/0000016023_200.jpg,RnB,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/001/113/0000111398_200.jpg,data/images_msd/0000111398_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/003/885/0000388547_200.jpg,data/images_msd/0000388547_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/015/117/0001511770_200.jpg,data/images_msd/0001511770_200.jpg,Rap,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/007/656/0000765650_200.jpg,data/images_msd/0000765650_200.jpg,Metal,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/476/0000047637_200.jpg,data/images_msd/0000047637_200.jpg,Rap,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/021/541/0002154105_200.jpg,data/images_msd/0002154105_200.jpg,Jazz,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/005/213/0000521319_200.jpg,data/images_msd/0000521319_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/005/848/0000584832_200.jpg,data/images_msd/0000584832_200.jpg,Electronic,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/003/943/0000394334_200.jpg,data/images_msd/0000394334_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/001/306/0000130603_200.jpg,data/images_msd/0000130603_200.jpg,Jazz,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/002/925/0000292530_200.jpg,data/images_msd/0000292530_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/001/103/0000110348_200.jpg,data/images_msd/0000110348_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/003/432/0000343204_200.jpg,data/images_msd/0000343204_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/003/574/0000357473_200.jpg,data/images_msd/0000357473_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/016/236/0001623615_200.jpg,data/images_msd/0001623615_200.jpg,Folk,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/002/541/0000254148_200.jpg,data/images_msd/0000254148_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/004/562/0000456251_200.jpg,data/images_msd/0000456251_200.jpg,Jazz,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/004/841/0000484178_200.jpg,data/images_msd/0000484178_200.jpg,RnB,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/020/032/0002003239_200.jpg,data/images_msd/0002003239_200.jpg,Metal,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/005/988/0000598885_200.jpg,data/images_msd/0000598885_200.jpg,Metal,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/482/0000048215_200.jpg,data/images_msd/0000048215_200.jpg,Electronic,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/004/916/0000491679_200.jpg,data/images_msd/0000491679_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/106/0000010610_200.jpg,data/images_msd/0000010610_200.jpg,Electronic,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/002/743/0000274394_200.jpg,data/images_msd/0000274394_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/003/253/0000325324_200.jpg,data/images_msd/0000325324_200.jpg,Pop,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/002/817/0000281788_200.jpg,data/images_msd/0000281788_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/001/997/0000199780_200.jpg,data/images_msd/0000199780_200.jpg,Punk,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/001/997/0000199780_200.jpg,data/images_msd/0000199780_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/027/128/0002712834_200.jpg,data/images_msd/0002712834_200.jpg,Rock,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/568/0000056811_200.jpg,data/images_msd/0000056811_200.jpg,Jazz,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/390/0000039085_200.jpg,data/images_msd/0000039085_200.jpg,Latin,train
http://artwork-cdn.7static.com/static/img/sleeveart/00/000/143/0000014303_200.jpg,data/images_msd/0000014303_200.jpg,Rock,train
